id,name,text,trans
0000000000000,{user},篠澤さん……今回の結果ですが……,筱泽同学……关于这次的结果……
0000000000000,{user},不合格でした。,不合格。
0000000000000,広,……きゅう。,……呜。
0000000000000,{user},し、篠澤さん！？,筱、筱泽同学！？
0000000000000,広,……ぜったい……負けられない\n勝負だったのに……うっ……うぅ……,……明明是……绝对不能输的\n一决胜负……呜……呜呜……
0000000000000,広,ふふ……むざんな結果。,呵呵……真是惨烈的结果呢。
0000000000000,{user},…………心配いらない感じですか？,…………看起来不需要担心的样子？
0000000000000,広,いつもより……だいぶ……\n天秤が、負にかたむいている。,比起平时……明显……\n天平往负面倾斜了呢。
0000000000000,広,優しく慰めて。,请温柔地安慰我。
0000000000000,{user},では……ぐったりしたままで\n構いませんので。,那么……就让我继续保持这副\n蔫蔫的状态吧。
0000000000000,{user},今日のダメだったポイントを\nおさらいしていきましょうか。,让我们来复盘一下\n今天失败的关键点吧。
0000000000000,広,……おっ……ふ……,……呼……哈……
0000000000000,広,……わたしのプロデューサーは……\n……こういう人……,……我的制作人……\n……就是这样的人……
0000000000000,広,…………すきぃ。,…………最喜欢了。
info,adv_pstory_002_shro_after-audition-final-failure-01.txt,,
译者,,,
