id,name,text,trans
0000000000000,星南,プロデューサー、\n気落ちしている場合ではないわ。,制作人，\n现在可不是垂头丧气的时候哦。
0000000000000,星南,あなたと私の一年は、\nまだ始まったばかりなのよ。,我和你的这一年，\n才刚刚开始呢。
select,,もちろんです,当然
select,,気落ち？,垂头丧气？
0000000000000,{user},ここまでのプロデュースは、\n途中経過に過ぎません。,迄今为止的培育历程，\n不过是中途的阶段性成果罢了。
0000000000000,星南,いい負け惜しみね。\n真似をさせてもらうわ。,不错的嘴硬呢。\n让我也效仿一下吧。
0000000000000,星南,――ここからが本番。,——现在才是真正的开始。
0000000000000,{user},そんな暇はありませんよ。\n勝負はまだ、序盤も序盤です。,可没那种闲工夫呢。\n胜负连序盘都还算不上。
0000000000000,星南,フフ……,呵呵……
0000000000000,星南,励ます必要はなさそうね。,看来不需要鼓励了呢。
0000000000000,{user},星南さんこそ、気落ちしているかもと\n心配していましたが。,我本来还担心\n星南同学会不会更沮丧呢。
0000000000000,星南,大丈夫よ、強がりではなく。,没问题的，这可不是逞强。
0000000000000,星南,あなたと出会った日……誓ったの。,和你相遇的那天……我就立下了誓言。
0000000000000,星南,もう一度だけ……\nあと1年間だけ……,最后一次……\n再给我一年时间……
0000000000000,星南,あなたが共にいる限り、\n十王星南を信じると。,只要你还陪伴在身边，\n我就会继续相信十王星南。
0000000000000,星南,だからその日が来るまでは、\n折れたりしない。決してね。,所以在那个日子来临前，\n我绝不会认输。绝对。
0000000000000,{user},なら、この1年間で……\nあなたに認めさせます。,那么，就用这一年来……\n让你认可我吧。
0000000000000,{user},トップアイドル・十王星南に相応しい\nプロデューサーだと。,认可我是配得上顶级偶像·十王星南的\n制作人。
0000000000000,星南,フフ……この状況で言う台詞？,呵呵……这种状况下说这种台词？
0000000000000,星南,いいわ、お互いに証明し合いましょう。,好啊，就让我们互相证明吧。
0000000000000,星南,己の価値を、ね。,自己的价值呢。
info,adv_pstory_001_jsna_ending-normal-04.txt,,
译者,,,
