id,name,text,trans
0000000000000,星南,私の負け、ね。,是我输了。
0000000000000,星南,いまの私は、トップアイドル失格。\n皆に憧れられる存在ではなくなった。,现在的我，已经配不上顶级偶像的称号。\n不再是众人憧憬的存在了。
0000000000000,星南,私のアイドル活動はこれでおしまい。\nここからはプロデューサーの道に――,我的偶像生涯到此为止。\n接下来要走制作人的道路——
0000000000000,星南,とは、まったく思えないのよね……\n……不思議と。,这种想法……\n……却完全冒不出来呢。
0000000000000,{user},なにも不思議はありません。,一点都不奇怪。
0000000000000,{user},あなたがいまも、\n根っからのアイドルだからです。,因为现在的你，\n骨子里依然是个天生的偶像。
0000000000000,星南,……そう。なら、もう一度、\n取り戻さないとね。,……说得对。那么，我必须再次，\n把它夺回来才行。
0000000000000,星南,すべてのアイドルの憧れ……\nトップアイドルの座を!,所有偶像憧憬的目标……\n顶级偶像的宝座！
info,adv_pstory_002_jsna_after-audition-final-failure-01.txt,,
译者,,,
