id,name,text,trans
0000000000000,リーリヤ,今日もよろしくお願いします、\nセンパイ。,今天也请多多关照，\n学长。
select,,飲み物\n買っておきました\n,饮料\n我已经买好了
select,,今日のレッスン\nメニューです,今天的训练\n菜单
0000000000000,リーリヤ,いつもありがとうございます……！\n,一直以来非常感谢……！
0000000000000,リーリヤ,最近、毎日のレッスンが楽しくて……\n,最近，每天的训练都很快乐……
0000000000000,リーリヤ,あっ……もちろん、ちゃんと\n水分補給もしてます……！\n,啊……当然，我有好好\n补充水分……！
0000000000000,リーリヤ,だから……これからも\nご指導のほどよろしくお願いします。,所以……今后也\n请您多多指导。
0000000000000,リーリヤ,……ふふ。,……呵呵。
0000000000000,リーリヤ,あっ……す、すみません……。,啊……对、对不起……。
0000000000000,リーリヤ,このやり取りも、たくさんやったなぁ\n……って思ったんです……。,这样的对话，我们已经进行过很多次了呢\n……突然这么觉得……。
0000000000000,リーリヤ,少しずつでも成長できてる……。\nそう、ですよね？　センパイ。,哪怕只是一点点也在成长着……。\n对吧，学长？
info,adv_pstory_001_kllj_opening-true-02.txt,,
译者,,,
