id,name,text,trans
0000000000000,{user},お疲れ様でした。月村さんは……,辛苦了。月村同学她……
0000000000000,{user},合格です。最高の結果でしたね。,合格了。这是最好的结果呢。
0000000000000,手毬,……ありがとう、プロデューサー。,……谢谢你，制作人。
0000000000000,手毬,いままでにないくらい、\n強い手ごたえがあった。,从未感受过如此强烈的\n手感。
0000000000000,手毬,だけど……これで\n満足するわけにはいかない。,但是……\n我不能就此满足。
select,,もちろんです,当然
select,,30秒だけ\n時間をください,请给我30秒\n时间
select,,これを日常に\nしていきましょう,让我们把这个变成\n日常吧
0000000000000,{user},あなたはトップアイドルに\nなるのだから。,因为你注定要成为\n顶级偶像。
0000000000000,手毬,うん……！,嗯……！
0000000000000,{user},というわけで、\n手早く反省会を済ませましょう。,那么，\n我们快点开反省会吧。
0000000000000,{user},それが終わったら――,等结束后——
0000000000000,手毬,最高のライブにするために、\n準備をしよう！,为了呈现最棒的演出，\n开始准备吧！
0000000000000,手毬,プロデューサー……,制作人……
0000000000000,手毬,いま、私……すごく充実してる！,现在的我……\n感到无比充实！
0000000000000,手毬,？　いいけど……\nなにをするんですか？,？ 可以啊……\n要做什么呢？
0000000000000,{user},月村さんをたくさん褒めます。,我要好好夸奖月村同学。
0000000000000,手毬,なっ……,诶……
0000000000000,手毬,べ、別にいいです、そんなの！\n時間の無駄です！,笨、笨蛋！不用这样啦！\n太浪费时间了！
0000000000000,{user},そうはいきません。良い成果を\n褒めるのは重要なことです。,这可由不得你。表扬优秀成果\n是很重要的事。
0000000000000,{user},トップアイドルを育てるために。,为了培养顶级偶像。
0000000000000,手毬,その決まり文句を言えば、私が素直に\n言うことを聞くと思ってませんか？,你以为只要说出那句老套的说辞，\n我就会乖乖听话吗？
0000000000000,手毬,はぁ……こんな会話をしている\n時間こそが無駄ですね。,哈啊……把时间浪费在\n这种对话上才真是没意义呢。
0000000000000,手毬,…………少しだけ、ですよ。,……..就一点点哦。
0000000000000,手毬,そのつもりです。これから私たちは、\n何度も何度も……,正有此意。从今以后我们要\n一次又一次地……
0000000000000,手毬,成功を重ねて、\n上に行くんですから！,不断积累成功，\n往更高的地方攀登！
0000000000000,{user},というわけで、お祝いの時間は\n早々に切り上げましょう。,所以庆祝时间\n就到此为止吧。
0000000000000,{user},今日の映像を見せますので、\n本番のライブまでに修正を。,现在给你们看今天的录像，\n请在正式演出前修正问题。
0000000000000,手毬,はい！,是！
0000000000000,手毬,……ふふ。,……呵呵。
0000000000000,手毬,あなたみたいなプロデューサー。\n他のアイドルには嫌われるだろうね。,像你这样的制作人，\n其他偶像肯定会讨厌的吧。
0000000000000,手毬,……私は好きだよ。役に立つから。,……但我很喜欢。因为很实用。
info,adv_pstory_001_ttmr_after-audition-final-normal-01.txt,,
译者,,,
