id,name,text,trans
0000000000000,{user},（……月村さんの様子を見に行こう）,（……去看看月村同学的情况吧）
0000000000000,手毬,……うん、この感覚を\n忘れないようにしないと。,……嗯，必须好好记住\n这种感觉才行。
0000000000000,{user},調子が良さそうですね。,看起来状态不错呢。
0000000000000,手毬,プロデューサー、来てたんだ。,制作人，你来了啊。
0000000000000,手毬,見ての通り、良すぎるくらいです。,如你所见，好得不得了。
0000000000000,{user},疲れは残していませんか？\n体調などで不安な点はありませんか？,身体没有残留疲劳吗？\n有没有什么健康方面的不安？
0000000000000,手毬,問題ないよ。少しも疲れてない。\n強いて言えば……,完全没问题。一点都不累。\n硬要说的话……
0000000000000,手毬,問題がなさすぎるのが……\n不安というか、不思議かな。,正因为太没问题了……\n反而觉得不安，或者说不可思议。
select,,本来の実力です,这才是原本的实力
select,,私生活では問題が\n山積みのようで,私生活方面的问题\n好像堆积如山呢
select,,頂点まで駆け上っ\nていきましょう,让我们一口气\n冲向顶点吧
0000000000000,{user},いままでがおかしかったんですよ。,之前的状态才是不正常的。
0000000000000,{user},生活習慣が乱れていたり、\nストレスをためこんでいたり……,生活习惯紊乱，\n压力积压……
0000000000000,手毬,……うっ。,……呜。
0000000000000,{user},適切でない日々が、優れた実力を\n陰らせていただけです。,只是不恰当的生活方式\n掩盖了卓越的实力而已。
0000000000000,手毬,……お世話になってます……色々。,……承蒙您照顾了……各方面都是。
0000000000000,{user},どういたしまして。\n今後も役に立ってみせますよ。,不用客气。\n今后我也会继续派上用场的。
0000000000000,手毬,……イヤミがひどい。,……真是刻薄呢。
0000000000000,手毬,わ、私！　\nそんなに迷惑かけてますか！？,我、我！\n真的给您添了这么多麻烦吗！？
0000000000000,{user},はい。,是的。
0000000000000,手毬,ふ、ふぅ～ん……そうなんだ。,哼、哼～嗯……是这样啊。
0000000000000,手毬,…………………………ごめん。,…………………………抱歉。
0000000000000,手毬,歌！　歌で取り返すから！！,用歌声！要用歌声赢回来！！
0000000000000,{user},ハードスケジュールが続きますよ。\n覚悟していてください。,接下来会是高强度行程哦。\n请做好心理准备。
0000000000000,手毬,望むところだよ。,正合我意。
0000000000000,手毬,いつも通り――,一如既往地——
0000000000000,手毬,がんばって、がんばって、がんばって、\nがんばる。――ただ、それだけ。,努力、努力、再努力，\n拼命努力。——仅此而已。
0000000000000,手毬,以前の私と、同じようで違うのは……,现在的我和从前相似却又不同之处在于……
0000000000000,手毬,ふふ……ちっとも\n後ろめたくないところかな。,呵呵……大概就是\n完全不会觉得愧疚这一点吧。
info,adv_pstory_001_ttmr_after-step-1-normal-01.txt,,
译者,,,
