id,name,text,trans
0000000000000,{user},ショーのリハーサル、お疲れ様でした。\n司会進行の手順はばっちりでしたね。,演出排练辛苦了。\n主持流程安排得非常完美呢。
0000000000000,広,うん。でも……悪役に攫われるとき。,嗯。但是……被反派绑架的时候。
0000000000000,広,わたしの演技だと、\n緊迫感が伝わらないと思う。,我觉得以我的演技，\n可能传达不出那种紧张感。
select,,大変な状況を\n想像してみては,试着想象一下\n最糟糕的状况如何
select,,他の役者の方を\n参考にしては,要不要参考一下\n其他演员的表演
select,,子ども相手なら\nちょうどいい,如果是面对小朋友\n这样的程度正合适
0000000000000,広,わたしの想像力を最大限膨らませて、\nやってみる。,我会充分发挥想象力，\n再试一次看看。
0000000000000,{user},子どもたちも喜んでいたし、\n楽しいショーになったな。,孩子们看得很开心，\n这场演出很成功呢。
0000000000000,広,なるほど、観察して真似してみる。,原来如此，我会好好观察学习的。
0000000000000,{user},子どもたちも喜んでいたし、\n楽しいショーになったな。,孩子们看得很开心，\n这场演出很成功呢。
0000000000000,広,そっか。\nわたしの演技力なら、子どもも安心。,这样啊。\n以我的演技水平，小朋友也能安心观看呢。
0000000000000,{user},子どもたちも喜んでいたし、\n楽しいショーになったな。,孩子们看得很开心，\n这场演出很成功呢。
info,adv_pevent_002_shro_sales_1-004-02.txt,,
译者,,,
