id,name,text,trans
0000000000000,星南,プロデューサー、聞いて頂戴。,制作人，请听我说。
0000000000000,星南,『NEXT IDOL AUDITION』――\n私も出場するわ。,『NEXT IDOL AUDITION』——\n我也要参赛哦。
0000000000000,{user},星南さん……『次に来るアイドル』の\nオーディションに、,星南同学……你这位被称为\n顶级偶像的人要参加\n『次世代偶像』的选拔赛吗？
0000000000000,{user},いまやトップアイドルと呼ばれている\nあなたが出場するんですか？,如今已是顶级偶像的你\n居然要参加这种比赛？
0000000000000,星南,ええ、そうよ。暗黙の了解とはいえ、,嗯，没错。虽然算是潜规则，
0000000000000,星南,ルール違反と言われても\n反論できない行為ね。,但就算被人说是违规行为\n我也无法反驳呢。
0000000000000,{user},手段を問わぬと噂の黒井<em\=>理事長</em>でさえ、\nよほど追い詰められない限り……,就连以不择手段闻名的黑井<em\=>理事长</em>，\n除非被逼到绝路……
0000000000000,{user},新人の大会にトップアイドルを送り込む\nなんて横紙破りはしないでしょう。,也不会做出让顶级偶像\n参加新人比赛这种荒唐事吧。
0000000000000,星南,事情があるの。これを見て頂戴。\n私宛に届いたものよ。,是有原因的。请看这个。\n这是寄给我的东西。
0000000000000,{user},……挑戦状とは古風ですね。\n誰からのものですか？,……挑战书？真老派呢。\n是谁寄来的？
0000000000000,星南,白草月花。961プロに所属する――,白草月花。隶属961事务所的——
0000000000000,星南,新時代のトップアイドルと\n呼ばれている実力者よ。,被称为新时代顶级偶像的\n实力派人物。
0000000000000,{user},存じています。面識が？,我听说过她。你们认识？
0000000000000,星南,『<r\=プリマステラ>一番星</r>』になる前、\n一度だけ共演したことがあるわ。,在成为『<r\=プリマステラ>一等星</r>』之前，\n我们曾同台演出过一次。
0000000000000,星南,当時の彼女は極月学園の生徒で、\n私と同格のアイドルだったから……,当时的她还是极月学园的学生，\n和我同级别的偶像……
0000000000000,星南,お互いに意識し合っていたの。,我们互相都很在意对方。
0000000000000,{user},ライバル同士だった？,是竞争对手关系？
0000000000000,星南,私の自惚れでなければね。,如果这不是我的自作多情的话。
0000000000000,星南,その後、彼女は活躍の舞台を海外に\n移し、大きく飛躍していった。,后来她把舞台转向海外，\n取得了巨大成就。
0000000000000,星南,一方、私は……しっているでしょう？,而我这边……你应该知道的吧？
0000000000000,星南,彼女は、一歩……いいえ、三歩遅れて\nトップアイドルになった私と、,她是个比成为顶尖偶像的我\n慢了一步……不，慢了三步的人，
0000000000000,星南,『N.I.A』で勝負したいらしいの。,似乎想在『N.I.A』舞台上一决胜负呢。
0000000000000,星南,フフ、相変わらず……\n好戦的で、一方的な人。,呵呵，还是老样子……\n这么好战又独断专行的人。
0000000000000,{user},なんとまあ……はた迷惑な話ですね。,真是的……\n给人添麻烦呢。
0000000000000,星南,ええ、彼女の挑戦を無視したら、\n今回の『N.I.A』は……,是啊，如果无视她的挑战，\n这次的『N.I.A』恐怕会……
0000000000000,星南,トップアイドルによる\n虐殺ショーになってしまうわ。,变成顶尖偶像单方面\n屠杀的表演秀哦。
0000000000000,{user},そんなことになったら、\n961プロも非難されるのでは……,要是变成那样，\n961事务所也会受到谴责吧……
0000000000000,星南,きっと彼女の独断ね。ただ……彼女が\n出ると言うからには、必ず出てくる。,肯定是她独断专行。不过……既然她说要出场，\n就一定会来。
0000000000000,星南,たとえ黒井さんに止められようとも。\n必ず我を通してくる。そういう人よ。,即使黑井小姐阻止也没用。\n她一定会贯彻自己的意志。就是这样的人呢。
0000000000000,{user},仮に星南さんが\n『N.I.A』に出場したとして。,假设星南同学\n参加『N.I.A』的话。
0000000000000,{user},結局、トップアイドルによる\n虐殺ショーになってしまうのでは？,最后不还是会变成\n顶尖偶像单方面屠杀的表演秀吗？
0000000000000,星南,初星学園のアイドルが一方的に\n蹂躙されるよりはいい。そうでしょう？,总比初星学园的偶像们\n被单方面蹂躏要好。对吧？
0000000000000,{user},事情はわかりました。\n受けて立ちましょうか――,我明白情况了。\n就接受挑战吧——
0000000000000,{user},トップアイドルからの挑戦を！,来自顶尖偶像的挑战！
0000000000000,星南,そう言ってくれると思っていたわ。,我就知道你会这么说。
0000000000000,{user},相手はトップアイドル……星南さんと\nいえども、楽勝とはいきませんよ。,对手可是顶尖偶像……就算是星南同学，\n也不可能轻松取胜哦。
0000000000000,星南,フフ、もちろん承知しているわ。,呵呵，我当然知道。
0000000000000,星南,私がトップアイドルと呼ばれる\nきっかけになったあのライブは、,让我被称为顶尖偶像的\n那场演唱会，
0000000000000,星南,十王星南にとって、きわめて有利な\nステージだったということもね。,对于十王星南来说\n原本就是极其有利的舞台呢。
0000000000000,星南,あの日、伝説のアイドルたちと、一度\nだけとはいえ、肩を並べられたのは……,那天能短暂地与传说级的偶像们\n并肩而立……
0000000000000,星南,大きな地の利と、\n入念な事前準備があってこそ。,唯有占据地利优势，\n加上周密的赛前准备。
0000000000000,星南,私の<r\=ステータス>能力値</r>は、いまだ……\nトップアイドルの域にはない。,我的<r=ステータス>能力值</r>，至今仍……\n未达到顶级偶像的水准。
0000000000000,星南,<em\=>ベストコンディションの</em>\n<em\=>トップアイドル</em>には敵わない。,无法与<em=>状态绝佳的</em>\n<em=>顶级偶像</em>抗衡。
0000000000000,星南,白草月花には敵わないわ。,赢不了白草月花呢。
0000000000000,星南,それでも、\n挑まない理由にはならない。,即便如此，\n也不构成退却的理由。
0000000000000,星南,私は、学園生徒の憧れ……\n『<r\=プリマステラ>一番星</r>』十王星南なのだから。,我可是全体学园生憧憬的——\n『<r=プリマステラ>一等星</r>』十王星南啊。
0000000000000,{user},敗北は許されませんね。,绝不允许失败呢。
0000000000000,星南,ええ、だからプロデューサー。\n私に力を貸して頂戴。,嗯，所以制作人。\n请助我一臂之力吧。
0000000000000,{user},もちろん。しかし、\n1つだけ訂正させてください。,当然。不过，\n请允许我纠正一点。
0000000000000,星南,あら、なにかしら？,哎呀，是什么呢？
0000000000000,{user},事前準備などしなくとも、地の利が\nなくとも、<r\=ステータス>能力値</r>で劣っていても。,即便没有赛前准备，没有地利优势，\n<r=ステータス>能力值</r>处于下风。
0000000000000,{user},十王星南は負けませんよ。,十王星南也不会输哦。
0000000000000,星南,あなたが勝たせてくれるから？,因为你会让我获胜？
0000000000000,{user},信じているからです。あなたがいずれ、\nトップアイドルのさらに上――,因为我相信着。终有一天你会超越\n顶级偶像——
0000000000000,{user},世界一のアイドルになると。,成为世界第一的偶像。
0000000000000,星南,……あなたの夢は、トップアイドルを\n育てることじゃなかったかしら。,……你的梦想不是培养出\n顶级偶像吗？
0000000000000,{user},それはもう、\nあなたが叶えてくれました。,那个梦想，\n你已经帮我实现了。
