id,name,text,trans
0000000000000,美鈴,プロデューサー、お疲れ様です。,制作人，辛苦了。
0000000000000,手毬,……ありがとう。私たちの\n引っ越しを手伝ってくれて。,……谢谢。\n帮我们搬家。
0000000000000,美鈴,本当にお世話になりました。\n相部屋の手続きまでしていただいて……,真的帮了大忙了。\n连合住手续都帮我们办妥……
0000000000000,{user},どういたしまして。,不客气。
0000000000000,手毬,なかなか役に立つね、\n美鈴のプロデューサー。,还挺能干的嘛，\n美铃的制作人。
0000000000000,美鈴,もう、まりちゃんたら。,真是的，小毬你呀。
0000000000000,{user},ついに仲直りできたんですね。,终于和好了呢。
0000000000000,手毬,どうかな……？　\nいまだって美鈴と私……,算是吧……？\n现在我和美铃也还是……
0000000000000,手毬,合わない部分は……\n合わないままで、変わらない。,不合拍的地方……\n依旧不合拍，没有改变。
0000000000000,美鈴,だけど、それでもいいんです。\nふたり、話し合って。,但是，这样就好。\n我们俩商量过了。
0000000000000,美鈴,合わないままで……\n一緒にいようって決めたから。,就算不合拍……\n也决定要在一起。
0000000000000,手毬,え、ちょっと……そんな恥ずかしいコト\n言った覚えないよ。,喂，等等……我不记得\n说过这么羞人的话啊。
0000000000000,美鈴,まあ……言いましたよね？　わたしが\nいないと生きていけない……って。,唔……说过的吧？\n说没有我就活不下去……之类的。
0000000000000,手毬,絶対、言ってない。,绝对没说过。
0000000000000,美鈴,ふふ……確かに聞きました。,呵呵……我确实听到了哦。
0000000000000,手毬,――ふん。,——哼。
0000000000000,手毬,今回のことで、思い知っただけ。\n私は結局、ひとりじゃ何もできない。,通过这次的事，我彻底明白了。\n说到底，我一个人什么都做不了。
0000000000000,手毬,誰かに助けてもらわないと\nアイドルを続けられないって。,如果不依靠别人的帮助，\n就没办法继续当偶像。
0000000000000,美鈴,頼りになる仲間も、今後は\n協力してくれないそうですしね。,而且今后那些靠得住的伙伴们，\n似乎也不愿意协助了呢。
0000000000000,手毬,あんな薄情なやつら、\nもう仲間じゃないから。,那些薄情的家伙，\n才不是我们的伙伴。
0000000000000,手毬,ちょっと私に迷惑を掛けられたくらいで\n怒るなんて、信じられない。,就因为我给你添了一点麻烦\n就生气成这样，真是难以置信。
0000000000000,{user},（……ちょっとじゃないんだろうな）,（……这可不只是一点麻烦吧）
0000000000000,美鈴,大丈夫です。これからは、\nわたしがいますから。,没关系的。从今以后，\n有我在你身边了。
0000000000000,美鈴,いくらでも迷惑を掛けてくださいね。,尽管给我添麻烦吧。
0000000000000,美鈴,食事も、掃除も、身支度も……\nなんだってやってあげますから。,无论是做饭、打扫、还是梳妆打扮……\n什么都可以为你效劳哦。
0000000000000,手毬,相変わらず……そうやって\n子ども扱いするんだから。,你还是老样子……\n总把我当小孩子对待。
0000000000000,手毬,いつまでも昔の私じゃないってコト、\nすぐに教えてあげるよ。,我早就不是从前那个我了，\n这就让你见识见识。
0000000000000,美鈴,ふふ……そうなればいいですね。,呵呵……那样就再好不过了。
0000000000000,手毬,あ、そういう言い方するんだ。じゃあ、\nこれから自主トレに付き合ってよ。,啊，这种说法啊。那接下来\n陪我自主训练吧。
0000000000000,美鈴,それは嫌です。,我拒绝。
0000000000000,手毬,――ほら、なんでもはしてくれない。,——看吧，果然不是什么都愿意做呢。
0000000000000,手毬,じゃ、いってくる。,那我出门了。
0000000000000,美鈴,はい。\nいってらっしゃい、まりちゃん。,好的。\n路上小心，小毬。
0000000000000,美鈴,……さて、いまのうちに\n食事の支度をしませんと。,……那么，趁现在\n得赶紧准备饭菜才行。
0000000000000,{user},楽しそうですね。,看起来很开心呢。
0000000000000,美鈴,プロデューサーのおかげです。,都是托制作人的福。
0000000000000,美鈴,まりちゃんとのこと、だけではなく。,不仅是因为和小毬的事。
0000000000000,美鈴,またこんな気持ちになれるなんて……\n……思いませんでした。,没想到还能再次拥有这样的心情……\n……真是出乎意料。
0000000000000,美鈴,……まだ、\nお話ししてはいませんでしたね。,……关于这件事，\n我还没向你说明过吧。
0000000000000,美鈴,わたしが、アイドルになった理由を。,我成为偶像的理由。
0000000000000,美鈴,まりちゃんと同じ日に、\n同じライブを観て。,和小手毬同一天，\n观看了同一场演唱会。
0000000000000,美鈴,同じアイドルに、憧れた。,憧憬着同一个偶像。
0000000000000,美鈴,いえ……憧れた、と、\n思い込んでいたんです。,不……应该说，我自以为\n那是憧憬。
0000000000000,美鈴,そう……いまにして思えば、\nあれは憧れではなかったと思います。,是的……现在想来，\n那根本算不上憧憬吧。
0000000000000,美鈴,きっと、悔しかったのでしょうね。,一定是因为不甘心吧。
0000000000000,美鈴,大好きな友達の心が、\n奪われてしまったように感じて。,感觉最要好的朋友的心意，\n被人夺走了似的。
0000000000000,美鈴,ステージの上で歌うアイドルは、\n太陽のようにまばゆくて。,在舞台上歌唱的偶像，\n如同太阳般耀眼夺目。
0000000000000,美鈴,だけどわたしは……,可是我……
0000000000000,美鈴,太陽に憧れる彼女の横顔にこそ、\n見惚れていました。,真正让我移不开视线的，\n是她仰望太阳时的侧脸。
0000000000000,美鈴,わたしを見て欲しいと、願ったんです。,我渴望着\n她能注视我。
0000000000000,美鈴,彼女だけでなく……会場のすべてに。,不仅是她……还有整个会场的人。
0000000000000,{user},それで、アイドルになろうと？,所以，你就想成为偶像？
0000000000000,美鈴,はい。,是的。
0000000000000,美鈴,結局、わたしは……太陽なんて\nがらではなかったようですが。,结果我……终究不是\n当太阳的料呢。
0000000000000,美鈴,ならばせめて、\n彼女の翼になってあげたいと。,那么至少，\n我想成为她的翅膀。
0000000000000,美鈴,そう願い……けれどそれも失敗して。\n離れ離れになってしまって。,怀着这样的心愿……却还是失败了。\n最终我们天各一方。
0000000000000,美鈴,なのにあの子は、ちっとも諦めず、\n空を仰ぎ見たままで。,可那孩子始终不肯放弃，\n依然仰望着天空。
0000000000000,美鈴,わたしを見てはくれないんです。,再也不愿看向我了。
0000000000000,美鈴,だったら、もう、仕方がありません。\nわたし自身が行くことにしたんです。,既然如此，那就没办法了。\n我决定亲自前往。
0000000000000,美鈴,太陽よりも、高いところへ。,比太阳更高的地方。
0000000000000,美鈴,のんびりと、まどろみながら。\n彼女よりも、ひとあし先に。,悠闲地，半梦半醒间。\n比她，还要先一步抵达。
0000000000000,美鈴,プロデューサー。改めて……\nわたしの夢をお伝えします。,制作人。请允许我重新……\n向您诉说我的梦想。
0000000000000,美鈴,わたしはトップアイドルになって。,我要成为顶尖偶像。
0000000000000,美鈴,彼女が目指す太陽を、遥か高き空を。\n彼女が見つめるその先を。,她所仰望的太阳，那遥远的高空。\n她所凝视的彼方。
0000000000000,美鈴,わたしで塗り潰したいんです。,我想用自己来填满。
0000000000000,美鈴,世界中の皆さんが……\nわたしだけを、見てくれるように。,希望全世界的人们……\n都只注视着我一个人。
0000000000000,{user},あなたの夢は、\n理想とするアイドルの姿は、,您的梦想，\n理想中偶像的模样，
0000000000000,{user},空よりも高い場所にあるんですね。,是在比天空更高的地方呢。
0000000000000,美鈴,そうなんです。\n<em>ちょっぴり</em>大変かもしれませんが……,是的。\n<em>或许</em>会有点困难……
0000000000000,美鈴,これからも、協力してくださいますか？,今后也能继续协助我吗？
select,,約束しましたから,因为约定好了啊
0000000000000,{user},いつか高いところであくびをする、と。,总有一天要在高处打哈欠，这样。
0000000000000,美鈴,あなたを選んで、本当に、よかった。,选择您真是，太好了。
0000000000000,美鈴,どこまでも一緒に、\n歩いていきましょうね。,无论到哪里都一起，\n继续走下去吧。
0000000000000,美鈴,わたしだけの、プロデューサー。,只属于我的，制作人。
info,adv_dear_hmsz_010.txt,,
译者,,,
