id,name,text,trans
0000000000000,手毬,燐羽っ！,燐羽！
0000000000000,燐羽,……なぁんだ。,……什么嘛。
0000000000000,燐羽,あなた、ひとりで歌えるじゃない。,你不是一个人也能唱得很好吗。
0000000000000,燐羽,息切れせずに、歌い切れるように、\nなったじゃない。,已经能做到不气喘吁吁地\n唱完整首歌了呢。
0000000000000,手毬,……練習してたから。\nあなたと別れてからも、ずっと、毎日。,……因为一直在练习。\n和你分开之后，也每天、每天坚持着。
0000000000000,燐羽,そ。,哼。
0000000000000,燐羽,手毬のくせに生意気よ。歌……\nあんなにヘタクソだったくせに。,区区手毬还真嚣张。明明以前唱歌…\n明明以前唱得那么难听。
0000000000000,燐羽,……ふふ。せいぜい、\nいいアイドルになりなさい――,……呵呵。你就尽管\n当个优秀的偶像吧——
0000000000000,手毬,――は？　なにいい話っぽく\n締めようとしてるの？,——哈？你这是什么\n圆满收场的语气啊？
0000000000000,手毬,私が勝ったら、\n喧嘩しようって言ったよね。,不是说好如果我赢了，\n就要吵架的吗？
0000000000000,手毬,あの散々なステージはなに？　\nバカにしてる……？,那个糟糕透顶的舞台算什么？\n是在瞧不起我吗……？
0000000000000,燐羽,バカになんてしてないわ。\n――あれがいまの精一杯。,才没有瞧不起你。\n——那就是现在的我竭尽全力的表现。
0000000000000,手毬,嘘だっ！　あんな……あんな……っ！,骗人！那样的…那样的…！
0000000000000,手毬,あんなのは、\n私がしってる燐羽じゃない！,那样的人，\n才不是我认识的燐羽！
0000000000000,手毬,私が憧れた賀陽燐羽は！　\nあんなものじゃないっ！,我所憧憬的贺阳燐羽！\n才不是那种样子！
0000000000000,手毬,本当にあの程度が全力だっていうなら、\nいまのあなたなんかよりっ――,如果那真的是你的全力，\n现在的你还不如——
0000000000000,手毬,はじめて会ったあの日の燐羽の方が、\nずっと凄いアイドルだった！！,初次见面那天的燐羽，\n比你厉害多了！！
0000000000000,燐羽,それはそうでしょう。,那是当然的啦。
0000000000000,燐羽,だって私、もうアイドルじゃないもの。,因为我已经不是偶像了嘛。
0000000000000,手毬,…………！,…………！
0000000000000,燐羽,私の夢は、とっくに終わってるの。,我的梦想，早就已经结束了。
0000000000000,燐羽,あなたたちとの『約束』を果たして。\nあとはもう、引退するだけだった。,只要完成和你们的『约定』。\n接下来就只剩下引退了。
0000000000000,燐羽,内部進学して特待生になったのは……\n十王<em\=>社長</em>に引き留められたから。,能内部升学成为特待生是因为……\n被十王<em\=>社长</em>挽留了。
0000000000000,燐羽,1つだけ……心残りがあってね。,只有一件事……让我耿耿于怀。
0000000000000,手毬,どうせファンのことでしょ。\n解散ライブ……できなかったから。,反正是关于粉丝的事吧。\n因为没能办成……解散演唱会。
0000000000000,手毬,……白状しなよ。\nもうぜんぶわかってるんだから。,……老实交代吧。\n我已经全都知道了。
0000000000000,燐羽,……私を慕ってくれるあの子たちと、\nきちんとお別れをしたかった。,……想和那些仰慕我的孩子们，\n好好地道个别。
0000000000000,燐羽,一度ライブをさせてもらえたら……\nそれで終わりにできたんだけど。,如果能让我办一场演唱会的话……\n就能彻底画上句点了。
0000000000000,燐羽,十王社長は、どうしても私にアイドルを\n続けさせたかったみたい。,十王社长似乎无论如何都想让我\n继续当偶像。
0000000000000,燐羽,引退ライブすらさせてもらえず、\n宙ぶらりんのまま数ヶ月が過ぎて……,连告别演唱会都不让办，\n就这样悬而未决地过了几个月……
0000000000000,燐羽,そんなとき、声を掛けられたの。\n――黒井さんに。,就在那时，有人向我搭话了。\n——是黑井小姐。
0000000000000,燐羽,アイドルとしての<em\=>終活</em>を、\n手伝ってやろうって。,说要帮我完成作为偶像的<em\=>收尾工作</em>。
0000000000000,手毬,それで……極月学園に……,所以……就去了极月学园……
0000000000000,燐羽,私の目的は、極月学園のサポートを\nすることと……もう1つ。,我的目的，是支援极月学园\n还有……另一个。
