id,name,text,trans
0000000000000,{user},お疲れ様でした。咲季さんは……,辛苦啦。咲季同学她……
0000000000000,{user},合格です。最高の結果でしたね。,合格了。真是最棒的结果呢。
0000000000000,咲季,ふふんっ、当然の結果ね！,哼哼～这是当然的结果啦！
0000000000000,咲季,さぁプロデューサー。,来吧制作人。
0000000000000,咲季,もっともっと、\nこのわたしを褒めたたえなさいっ！,再多再多地\n夸奖本小姐几句嘛！
select,,妹に\n自慢できますね,可以向妹妹\n炫耀了呢
select,,先ほども魅力的\nでしたが……,刚才的表演确实\n很迷人……
select,,やめて\nおきましょう,还是\n适可而止吧
0000000000000,咲季,んふふふふふ……まぁ～ねぇ～♪,嗯哼哼哼……嘛～算是吧～♪
0000000000000,咲季,――いや！　いやいや、まだよ……\nまだまだ……！,——不对！不对不对，还早呢……\n还远远不够……！
0000000000000,咲季,確かに良い結果ではあるけれど、\nあの子に自慢するにはまだ早いわ！,虽然确实是好成绩，\n但要在那孩子面前炫耀还太早了！
0000000000000,咲季,だってわたしは、\n最初の関門を突破しただけだもの。,因为我只是\n突破了最初的门槛而已。
0000000000000,咲季,胸を張って自慢できる\n結果を手にするのは――,能挺起胸膛炫耀的\n成果——
0000000000000,咲季,これからでしょ！！,从现在才要开始呢！！
0000000000000,咲季,魅力的でしたが？？？,很迷人？？？
0000000000000,{user},咲季さんは、そうやって調子に\n乗っているときが一番ですよ。,咲季同学像这样得意忘形的时候\n才是最棒的呢。
0000000000000,咲季,えへへっ♡　そうでしょお～～～！,诶嘿嘿♡ 就是说啊～～～！
0000000000000,咲季,だけど簡単に一番なんて言っちゃって\nいいのかしら？,不过随随便便就说最棒\n真的可以吗？
0000000000000,咲季,わたしの魅力は、まだまだまだまだ\nいくらでもあるんだから！,本小姐的魅力可是\n无穷无尽的呢！
0000000000000,咲季,きっとこの先、誉め言葉が\n足らなくなっちゃうわよ！,再这样下去，赞美之词\n肯定都要不够用啦！
0000000000000,咲季,は、はぁ～？　なんでよぉ！,哈、哈啊～？为什么啦！
0000000000000,{user},最高の結果だったとはいえ、\nまだ第一関門を突破しただけですから。,虽然取得了最好的成绩，\n但这只是突破了第一道关卡而已。
0000000000000,咲季,それはそうだけど……,话是这么说没错啦……
0000000000000,{user},次も、その次も、そのまた次も――\nきっと咲季さんは1位を取り続ける。,下次，下下次，再下下次——\n咲季同学一定会继续拿下第一的。
0000000000000,{user},このくらいで褒める\nわけにはいきません。,这种程度\n可不能夸奖呢。
0000000000000,咲季,わ、わかってるじゃない……！\nふん、そういうことなら許してあげる。,我、我当然知道啦……！\n哼，既然你这么说就原谅你吧。
info,adv_pstory_001_hski_after-audition-mid-normal-01.txt,,
译者,,,
