id,name,text,trans
0000000000000,{user},星南さんは幼い頃からエリート教育を\n受けてきたんですよね？,星南同学从小就接受精英教育吧？
0000000000000,星南,ええ、3歳の頃からずっとね。,嗯，从三岁开始就一直如此呢。
select,,どんな\nレッスンを？,具体是什么样的\n训练呢？
select,,大変だったのでは\nないですか？,那时候应该很辛苦吧？
select,,その頃の映像が\n見たいです,好想看看\n当时的影像啊
0000000000000,星南,トレーナーをつけてもらって……\n本格的なレッスンをしていたわ。,当时有专门的训练师指导……\n进行着专业级的训练哦。
0000000000000,星南,もちろん子供の体力に合わせた\nメニューだったけれど。,当然都是根据儿童体力\n制定的训练菜单就是了。
0000000000000,星南,毎日必死で……歌って、踊って……,每天拼命地……唱歌、跳舞……
0000000000000,星南,それが私が思い出せる、最初の記憶。,那是我能回忆起的，最初的记忆。
0000000000000,星南,物心が付いた頃には、\nもうアイドルだったから。,因为当我开始记事的时候，\n就已经是偶像了。
0000000000000,星南,レッスンや仕事ばかりの毎日が、\n大変だという発想自体がなかったわね。,满脑子都是训练和工作的日子，\n根本没想到过辛苦这回事呢。
0000000000000,星南,……それはきっと、いまも変わらない。,……想必现在，也依然如此吧。
0000000000000,{user},……星南さんは、\n生粋のアイドルなんですね。,……星南同学，\n真是个天生的偶像呢。
0000000000000,星南,フフ……そうだと信じたいわね。,呵呵……我也愿意这么相信呢。
0000000000000,星南,あら、あなたのことだから\n当時の私が出演していた番組くらい、,哎呀，以你的性格，\n我以为至少我当年出演的节目，
0000000000000,星南,すべてチェックしていると\n思っていたのだけど。,你全都调查过了呢。
0000000000000,{user},すべてチェックしています。しかし、,确实全部调查过。但是，
0000000000000,{user},仕事以外の映像は\n入手できませんでした。,工作之外的影像\n实在无法获取。
0000000000000,星南,……あ、あなたがプロデュースに\n必要だというのなら……,……啊，如果是\n培育需要的话……
0000000000000,星南,……すこしだけよ？,……只能给你看一点点哦？
info,adv_pevent_001_jsna_activity_006.txt,,
译者,,,
