id,name,text,trans
0000000000000,ビジュアルトレーナー,……はい！\nよかったわよ、十王さん！,……好的！\n太好了呢，十王同学！
0000000000000,星南,ありがとうございます。,非常感谢。
0000000000000,佑芽,うわー、すごーい。,哇～，好厉害～。
0000000000000,佑芽,ピタッてポーズとってたよ。\nどうすればできるんだろう……,刚才的定格姿势超完美。\n到底要怎么练习才能做到啊……
0000000000000,千奈,星南お姉さまなのですから、\n当然ですわ！,因为是星南姐姐大人嘛，\n这是理所当然的！
0000000000000,佑芽,会長のこと、\nすっごく信頼してるんだね。,看来你\n非常信赖会长呢。
0000000000000,千奈,もちろんですわ！\n星南お姉さまは、わたくしの憧れ……,那当然啦！\n星南姐姐大人可是我的憧憬……
0000000000000,千奈,いいえっ、この学園全員の憧れ\nといっても過言ではありません！,不！说她是整个学园\n所有人的憧憬都不过分！
0000000000000,千奈,力強くどこまでも通る声。\n鍛えられた肉体。,铿锵有力贯穿全场的歌声。\n千锤百炼的体魄。
0000000000000,千奈,十全な立ち居振る舞いから\n生み出されるカリスマ性！,完美仪态中\n自然流露的领袖魅力！
0000000000000,千奈,どれをとっても最強の\nアイドルなのですわぁっ！,无论哪方面都是最强的\n偶像呀！
0000000000000,佑芽,へ～、そんなに凄いんだ。,嘿～原来这么厉害啊。
0000000000000,千奈,わたくし、星南お姉さまみたいな\nアイドルを目指していますの！,我啊，就是以成为星南姐姐大人那样的\n偶像为目标的！
0000000000000,佑芽,あたしも目標にしてる人がいるんだ。,我也有想要追赶的人呢。
0000000000000,佑芽,追いつけるように、\nこれからがんばろっ！,为了能追上她，\n从今天开始要加油啦！
0000000000000,千奈,はいっ！,嗯！
0000000000000,一同,おーっ！,噢——！
info,adv_csprt-2-0008_02.txt,,
译者,,,
